source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
One India,https://www.oneindia.com/2009/07/23/darjeelingtoy-trainsuspended.html,1055,07/22/2009 12:00:00 AM,,"Kerseong, West Bengal ","The disruption of popular toy train services in Darjeeling disappointed the tourists as the rail track was damaged by the landslides in the region. The track has been washed away at Gayabari, Kerseong and Darjeeling due to heavy incessant rainfall and landslides from the hills.","Kerseong, West Bengal ",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,1055.0,India,IN,Bengal,46427.0,Kārsiyāng,0.15035,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.2788,26.8826
One India,https://www.oneindia.com/2009/07/23/darjeelingtoy-trainsuspended.html,1054,07/22/2009 12:00:00 AM,,"Gayabari,  West Bengal ","The disruption of popular toy train services in Darjeeling disappointed the tourists as the rail track was damaged by the landslides in the region. The track has been washed away at Gayabari, Kerseong and Darjeeling due to heavy incessant rainfall and landslides from the hills.","Gayabari,  West Bengal ",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,1054.0,India,IN,Bengal,46427.0,Kārsiyāng,4.62496,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.3143,26.8572
Telegraph India,https://www.telegraphindia.com/1090707/jsp/siliguri/story_11202557.jsp,1061,07/01/2009 05:40:00 AM,,Bridge destroyed at 4th Mile,Landslides triggered by heavy rains hit an iron bridge on the North Sikkim Highway over Bar Khola at 4th Mile at around 5:40 am.,"4th Mile, Lower Mangshila in North Sikkim",1km,landslide,downpour,medium,unknown,0.0,,,,"Original source is unknown, but it appears to have given the time.",glc,1061.0,India,IN,,1464.0,Mangan,3.541,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.527,27.478
E-Pao,http://www.e-pao.net/GP.asp?src=28..210810.aug10,2164,07/29/2010 11:00:00 PM,,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Since the Chingai-Quingai road has been sunk due to landslides at various points following heavy rainfall that occured twice during the past 20 days, nearly 5,000 villagers of five villages in the sub-division are facing the alarming possibility of starvation.  The road from Chingai to Quingai in Chingai sub-division of Ukhrul district connects Quingai, Chalou, New Tasom, Tasom CV and Tasom Khullen villages.  However, the road has been disconnected in various places due to heavy rainfall that occurred on the night between July 29 and 30 and again on the night of August 15 .  According to Secretary, Information and Publicity, Northern Raphei Students' Union (NRSU), HAS Thuingaleng, nearly 5,000 villagers of the said villages have been facing extreme hardship.  The wooden bridge over Rondei river had been washed away by the powerful current of the river disconnecting the road.  Moreover, landslides have occurred completely blocking the road at different places.  However, due to the heavy","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2164.0,India,IN,Manipur,15118.0,Phek,39.51186,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.48214677,25.3098633
Nagaland Post,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDEwMjA2OQ%3D%3D,9965,09/05/2016 06:04:00 PM,,Landslide in Nagaland,"In Mokokchung, a massive landslide near Unger village along NH-2 has paralyzed all vehicular movement. When contacted, Deputy Commissioner (DC) Mokokchung, Sushil Kumar Patel told Nagaland Post that the district administration had already instructed the concerned officers from the National Highway Division to take up restoration work at the earliest.","Mokochung, Nagaland, India",1km,landslide,rain,large,,0.0,0.0,,,,,,,,,,,,07/03/2017 06:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.514651,26.324724
AGU Blog,http://blogs.agu.org/landslideblog/2016/08/13/dzongu-1/,9853,08/16/2016 07:22:00 PM,,Landslide in Dzongu,"A major valley-blocking landslide at Dzongu in Sikkim, northern India. The landslide, which is large, has blocked the Kanaka River completely, and a lake has started to build behind it.","Dzongu, Sikkim, India",exact,landslide,rain,large,natural_slope,0.0,0.0,,,,,,,,,,,,06/29/2017 07:22:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.492,27.593
Hindustan Times,http://www.hindustantimes.com/india/flash-floods-and-landslides-kill-21-in-sikkim/story-4FYliiSqiH1MnwaoLBIUnO.html,4569,09/19/2012 12:00:00 AM,,"North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)","At least twenty one bodies, including those of the Indo-Tibetan Border Police (ITBP) and the Border Roads Organisation (BRO) personnel, have so far been found while eight persons are still missing due to flash flood and landslides in remote areas of North Sikkim, official sources said  The dead include four from the ITBP, two of their family members, and 12 junior officers from the BRO. Other victims were casual labourers, officials said.Most of the casualties are reported from Rangma range.Landslides were caused by heavy rains since September 19, Deputy Commissioner North district T W Khangsherpa said.There were about nine landslides blocking the main road between Chungthang and Mangan in the district, he said.","North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)",10km,landslide,downpour,large,unknown,20.0,,,,,glc,4569.0,India,IN,,1464.0,Mangan,36.59477,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.556,27.8385
Hindustan Times,http://www.hindustantimes.com/india/flash-floods-and-landslides-kill-21-in-sikkim/story-4FYliiSqiH1MnwaoLBIUnO.html,4571,09/19/2012 12:00:00 AM,," Chungthang and Pegong. Houses, between Rangma and Chungthang ","At least twenty one bodies, including those of the Indo-Tibetan Border Police (ITBP) and the Border Roads Organisation (BRO) personnel, have so far been found while eight persons are still missing due to flash flood and landslides in remote areas of North Sikkim, official sources said  The dead include four from the ITBP, two of their family members, and 12 junior officers from the BRO. Other victims were casual labourers, officials said.Most of the casualties are reported from Rangma range.Landslides were caused by heavy rains since September 19, Deputy Commissioner North district T W Khangsherpa said.There were about nine landslides blocking the main road between Chungthang and Mangan in the district, he said. Several landslides blocked the main roads between Chungthang and Pegong. Houses along Lachen river between Rangma and Chungthang were washed away in flash floods along Lachen river."," Chungthang and Pegong. Houses, between Rangma and Chungthang ",10km,landslide,downpour,large,unknown,,,,,,glc,4571.0,India,IN,,1464.0,Mangan,18.14812,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.605,27.6558
BD News 24,http://bdnews24.com/bangladesh/2017/07/04/man-killed-in-coxs-bazar-landslide,9946,07/04/2017 02:33:00 PM,,Landslide in Mahughata village kills one,Landslide during torrential rains kills man who was cutting earth to mitigate flooding,"Mahughata village (??), Hoanak Union Parishad, Maheshkhali, Upazila, Bangladesh",5km,landslide,rain,medium,natural_slope,1.0,0.0,,,"Person in article title referred to as man, but in article referred to as ""her""",,,,,,,,,07/05/2017 02:33:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.92597729,21.61900923
Nagaland Post,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDEwMjA2OQ%3D%3D,9966,09/05/2016 06:04:00 PM,,Landslide in Wokha-Merapani Road,"n Wokha, the District Disaster Management Agency (DDMA) has cleared massive landslide on Wokha-Merapani road that occurred in the wee hours of Monday some 10 kms from Wokha. The landslide blocked all traffic along the Wokha-Merapani state highway, the district’s lifeline.","Wokha, India",,landslide,rain,large,,0.0,0.0,,,,,,,,,,,,07/03/2017 06:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.257523,26.092493
The Hindu,http://www.thehindu.com/news/national/other-states/fresh-mudslides-affect-traffic-in-nagalandmanipur/article4928261.ece,5122,07/17/2013 12:00:00 AM,,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",Fresh mudslides were reported in some parts of Nagaland affecting the vehicular movements in Nagaland and Manipur. The mudslides had buried some portions of highways 2 and 29 on Tuesday. An 80 metre long breach at NH 2 near Kohima has disrupted all vehicular movements cutting off Manipur. Officials said that most of the debris were cleared by Wednesday night and vehicular movement restored. There will be free flow of traffic unless there is fresh rain.,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",50km,mudslide,rain,medium,unknown,0.0,,,,,glc,5122.0,India,IN,Nāgāland,92113.0,Kohima,19.79639,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.9413,25.7658
The Hindu,http://www.thehindu.com/news/national/other-states/fresh-mudslides-affect-traffic-in-nagalandmanipur/article4928261.ece,5123,07/17/2013 12:00:00 AM,,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima",Fresh mudslides were reported in some parts of Nagaland affecting the vehicular movements in Nagaland and Manipur. The mudslides had buried some portions of highways 2 and 29 on Tuesday. An 80 metre long breach at NH 2 near Kohima has disrupted all vehicular movements cutting off Manipur. Officials said that most of the debris were cleared by Wednesday night and vehicular movement restored. There will be free flow of traffic unless there is fresh rain.,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima",50km,mudslide,rain,medium,unknown,0.0,,,,,glc,5123.0,India,IN,Nāgāland,92113.0,Kohima,4.81849,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.0885,25.7131
Hindustan Times,http://www.hindustantimes.com/world-news/bangladesh-landslides-toll-rises-to-144-rangamati-worst-hit-with-105-deaths/story-ff8brJNydyWSdlAWfuMXWO.html,9943,06/13/2017 03:17:00 PM,,5 landslides hit port of Chittagong,5 landslides after 3 days of torrential rains. 33 people in port city of Chittagong killed.,"Chittagong, Bangladesh",25km,landslide,continuous_rain,large,urban,33.0,0.0,,,,,,,,,,,,07/03/2017 03:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.83258101,22.35037081
WebIndia123,https://news.webindia123.com/news/Articles/India/20170703/3137813.html,9984,07/01/2017 04:00:00 PM,,Landslide along Wokha-Merapani road,Landslides (this is the second) at along Wokha-Merapani Road isolates Wokha from Assam State. Following downpour on night of 7/1.,"Wokha Sadar Sub-District, Wokha, Nagaland",5km,landslide,downpour,small,above_road,0.0,0.0,,,,,,,,,,,,07/05/2017 04:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.24416766,26.1445447
BD News 24,http://bdnews24.com/bangladesh/2017/07/06/child-killed-in-coxs-bazar-landslide-another-swept-off-by-floodwaters,10000,07/05/2017 07:39:00 PM,,Fatal landslide in Ukhia Upazila,"Landslide amid heavy rains collapses wall of house, buries family. All survive except for one boy","Ukhia Upazila, Bangladesh",25km,landslide,continuous_rain,medium,natural_slope,1.0,,,,"Rest of family injured, unsure of number",,,,,,,,,07/06/2017 07:39:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.10434768,21.23699085
The Tribune,http://www.tribuneindia.com/news/nation/7-year-old-girl-killed-by-landslide-at-guwahati/431122.html,9940,07/03/2017 03:17:00 PM,,Landslide in Panikhaiti kills girl,"Incessant rainfall triggers landslide in Panikhaiti, landslide kills girl walking to school. Also damages three houses.","Panikhaiti, Kamrup Metropolitan, Assam State, India",1km,landslide,continuous_rain,medium,natural_slope,1.0,0.0,,http://images.tribuneindia.com/cms/gall_content/2017/7/2017_7$largeimg03_Monday_2017_171821002.JPG,,,,,,,,,,07/03/2017 03:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.87202793,26.20450454
Daily Sun,http://www.daily-sun.com/post/237861/Hillslide-again-strikes-Rangamati,9941,07/02/2017 03:17:00 PM,,Landslide blocks road,"Chittagong-Rangamati road blocked by landslide, heavy rains in area for around 24 hours prior","Deppochhari (??), Rangamati Hill District, Bangladesh",50km,landslide,continuous_rain,small,below_road,0.0,0.0,,http://www.daily-sun.com/assets/news_images/2017/07/03/Hill-slide.jpg,,,,,,,,,,07/03/2017 03:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.03513581,22.77997113
Imphal Free Press,http://www.ifp.co.in/item/1610-landslide-at-mao-gate,9974,07/04/2017 04:00:00 PM,,Landslide blocks road,"NH-2 blocked around .5 km towards Imphal from Mao gate. Traffic movement initially restricted, then banned by district until 14:00 on 7/5. Following heavy rains.","AH1, Mao-Maram, Senapati, Manipur, 795150",1km,landslide,continuous_rain,small,above_road,0.0,0.0,,,,,,,,,,,,07/05/2017 04:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.12901274,25.4976444
Hindustan Times,http://www.hindustantimes.com/india-news/two-more-killed-in-assam-floods-more-than-3-5-lakh-people-affected/story-MmZHSSifUM78Jhd7l8lEzJ.html,9972,07/03/2017 04:00:00 PM,,Fatal landslide in Chandrapur,"Landslide kills one man in Chandrapur, Assam State during incessant rains that caused, floods, and landslides throughout the state.","Chandrapur, Kamrup Metropolitan, Assam",10km,landslide,continuous_rain,medium,unknown,1.0,0.0,,,Article sparse on details,,,,,,,,,07/05/2017 04:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.92053028,26.22247247
The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul0417/city055,9951,07/03/2017 02:33:00 PM,,Landslide hits Jorabat,"Article very sparse on details. One of two landslides besides the one at the police station to hit Jorabat on about 7/3, following heavy rain on Sunday 7/2.","Jorabat, Assam State, India",5km,landslide,downpour,small,unknown,0.0,0.0,,,,,,,,,,,,07/05/2017 02:33:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.85158907,26.1061808
The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul0417/city055,9952,07/03/2017 02:33:00 PM,,Landslide hits Jorabat,"Article very sparse on details. One of two landslides besides the one at the police station to hit Jorabat on about 7/3, following heavy rain on Sunday 7/2.","Sonapur, Kamrup Metropolitan, Assam",5km,landslide,downpour,small,unknown,0.0,0.0,,,,,,,,,,,,07/05/2017 02:33:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.86227824,26.10430759
Hindustan Times,http://www.hindustantimes.com/world-news/bangladesh-landslides-toll-rises-to-144-rangamati-worst-hit-with-105-deaths/story-ff8brJNydyWSdlAWfuMXWO.html,9942,06/13/2017 03:17:00 PM,,20 landslides hit Rangamati Hill District,"After three days of torrential rain, 20 landslides hit various locales in the Rangamati Hill District. 105 people killed","Rangamati Hill District, Bangladesh",250km,landslide,continuous_rain,large,unknown,105.0,0.0,,http://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2017/06/14/Pictures/bangladesh-weather-landslide_ecf89f34-50df-11e7-88ef-5a5d74cf2589.jpg,,,,,,,,,,07/03/2017 03:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.22099982,22.74955141
BDNews,http://bdnews24.com/bangladesh/2017/06/14/landslide-kills-two-in-khagrachhari,9699,06/13/2017 06:48:00 PM,,"Bangladesh Landslides, Lakhsmichhari","Massive landslides across Bangladesh, these in small town of Lakhsmichhari",,10km,landslide,downpour,medium,natural_slope,2.0,,,,Part of a series of landslides across Bangladesh,,,,,,,,,06/14/2017 06:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.91261915,22.80452414
The Arunachal Times,http://www.arunachaltimes.in/landslide-washes-away-house-in-daporijo/,9998,07/04/2017 07:39:00 PM,,Landslide in Daporijo,Landslide after rains that cause flooding throughout Daporijo wash away a dwelling,"Abotani Colony, Daporijo Township, Arunachal Pradesh, India",1km,landslide,rain,medium,above_road,0.0,0.0,,,,,,,,,,,,07/06/2017 07:39:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.21263589,27.98531715
WebIndia123,https://news.webindia123.com/news/Articles/India/20170703/3137813.html,9983,07/01/2017 04:00:00 PM,,Landslides blocks Wokha-Merapani Road,Landslides at along Wokha-Merapani Road isolates Wokha from Assam State. Following downpour on night of 7/1.,"Wokha Sadar Sub-District, Wokha, Nagaland",5km,landslide,continuous_rain,small,above_road,0.0,0.0,,,,,,,,,,,,07/05/2017 04:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.24222574,26.11613908
The Daily Star,http://www.thedailystar.net/backpage/woman-killed-landslide-1429111,9999,07/05/2017 07:39:00 PM,,Fatal landslide in Ghundhum,"Landslide after rains kills a woman, seriously injures her daughter (article sparse on details)","Ghundhum (??), Naikkhangchhari Upazila, Bandarban District, Bangladesh",5km,landslide,continuous_rain,medium,natural_slope,1.0,1.0,,,,,,,,,,,,07/06/2017 07:39:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.17584376,21.42181705
The Arunachal Times,http://www.arunachaltimes.in/landslide-washes-away-house-in-daporijo/,9993,07/04/2017 07:39:00 PM,,Landslide along Daporijo-Dumporijo road,Landslide after rains that cause flooding throughout Daporijo severely damage Daporijo-Dumporjio road,"Daporijo-Dumporijo road, Arunachal Pradesh, India",10km,landslide,rain,small,above_road,0.0,0.0,,,,,,,,,,,,07/06/2017 07:39:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.26296826,27.97875751
BD News,http://bdnews24.com/bangladesh/2017/06/14/father-daughter-die-in-coxs-bazar-landslide,9700,06/14/2017 06:48:00 PM,,"Bangladesh Landslides, Cox's Bazaar","Landslides across Bangladesh, this in Cox's Bazaar",,25km,landslide,downpour,medium,natural_slope,2.0,,,,This is part of a series of Bangladesh landslides collected from multiple reports,,,,,,,,,06/14/2017 06:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.21525816,21.04270451
Times-Mumbai,http://www.times-mumbai.com/landslide-blocks-national-highway-55-in-darjeeling-hills/,9976,07/05/2017 04:00:00 PM,,Landslide blocks NH-55,"Landslide blocks NH-55 near Kurseong, West Bengal. Large rock appears to have damaged a car (see attached photo.) From the article: Kurseong has witnessed 128.2mm rainfall in the last 24 hours. Since July 1 to July 4th, the cumulative rainfall in Kurseong is 250.2mm. Met offices predict heavy rainfall in the next 24 hours.","Kurseong, Darjeeling, West Bengal, India",5km,landslide,continuous_rain,medium,above_road,0.0,0.0,,http://www.times-mumbai.com/wp-content/uploads/2017/07/www.oneindia.comxlandslide-05-1499232064.-90ea4fb42a3723509cfd7da99c0d98ec3a892f76.jpg,,,,,,,,,,07/05/2017 04:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.29518925,26.90298048
Zoram Observer,https://www.zoramobserver.com/mizoram/aizawl-champhai-road-cut-off-by-strange-landslide/,9989,06/28/2017 04:00:00 PM,,Landslide damages road,Landslide on Aizawl-Champhai road between Seling and Tuirini (believed to be the Tuirini River). Initial research suggests that geological activity along a fault is responsible for the landslide.,"Aizawl, Mizoram State, India",10km,landslide,other,large,above_road,0.0,0.0,,,"Extensive images of landslide in video in linked article. """"Other"""" trigger is activity along a fault (felt that saying earthquake was misleading).",,,,,,,,,07/05/2017 04:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.87641207,23.69461107
WebIndia123,https://news.webindia123.com/news/Articles/India/20170703/3137813.html,9982,07/01/2017 04:00:00 PM,,Landslide blocks roads,Landslide following a downpour blocks two approach roads to Fazl Ali College,"Chuchuyimpang, Mokokchung, Nagaland",1km,landslide,downpour,medium,above_road,0.0,0.0,,,,,,,,,,,,07/05/2017 04:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.55427723,26.3312531
Siliguri Times,http://siliguritimes.com/landslide-alubari-near-darjeeling/,9994,07/06/2017 07:39:00 PM,,"Landslide obstructs road, breaks water pipe","Landslide causes water pipe to break, boulders obstruct road. Article: ""North Bengal, along with the hills, has been experiencing constant, heavy showers ever since monsoon made its way to the region. The water levels of the rivers have been rising and the hills are being bothered by regular landslides.""","Alubari, Darjeeling, West Bengal, India",1km,landslide,continuous_rain,medium,above_road,0.0,0.0,,http://siliguritimes.com/wp-content/uploads/2017/07/image_239997.7.jpg,,,,,,,,,,07/06/2017 07:39:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.25902123,27.02149311
Eleven Myanmar,http://www.elevenmyanmar.com/local/9858,9746,06/05/2017 01:34:00 PM,,"Landslide in Kalay, Sagiang",Mountainside collapses on road in Kalaya Township,"Kalaywa Township, Sagiang region, about 6 miles from Kalaywa",10km,rock_fall,unknown,medium,above_road,0.0,0.0,,http://www.elevenmyanmar.com/sites/default/files/styles/large/public/field/image/landslide-1.jpg?itok=UpfFJ_HX,,,,,,,,,,06/16/2017 01:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.29816252,23.19807165
Arunachal Times,http://www.arunachaltimes.in/akddsu-mourns-students-death/,9829,06/19/2017 01:15:00 PM,,Landslide in Chimpu,"Landslide hits house, killing one",,1km,landslide,unknown,small,urban,1.0,,,,,,,,,,,,,06/22/2017 01:15:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.6146564,27.06992579
Zoram Observer,https://www.zoramobserver.com/manipur/landslide-cuts-off-8-manipur-villages-in-pherzawl-district-for-5-days-now/,9877,06/26/2017 01:20:00 PM,,Landslide blocks NH-2 between Pherzawl and Bukpi,"Road blocked by landslide after heavy rain, maiden journel of Pherzawl Express bus service interrupted","NH-2, Pherzawl District, Manipur State, India",10km,landslide,downpour,medium,above_road,0.0,0.0,,,,,,,,,,,,06/30/2017 01:20:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.20266204,24.21988831
Eleven Myanmar,http://www.elevenmyanmar.com/local/9759,9771,05/29/2017 01:34:00 PM,,"Hakhha Landslide, Zayhuang Ward","Heavy rains cause landslides, affect houses minorly",Hakha in Zayhuang Ward,5km,landslide,continuous_rain,small,below_road,0.0,0.0,Cyclone Mora,http://www.elevenmyanmar.com/sites/default/files/styles/large/public/field/image/daily11-may31-2017-akk03.jpg?itok=L8ai4Q_j,,,,,,,,,,06/16/2017 01:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.61589869,22.65620215
NELive,http://www.nelive.in/assam/news/assam-flood-landslide-disrupts-rail-connectivity-barak-valley-over-13000-affected-due,9750,06/04/2017 01:34:00 PM,,"Flood, Landslide in Assam",Large amounts of rain cause landslide in Barak Valley region,Dima Hasao district,50km,landslide,continuous_rain,medium,natural_slope,,,,http://www.nelive.in/sites/default/files/Uttarakhand-flood-buildings-Reuters.jpg,No concrete date given,,,,,,,,,06/16/2017 01:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.94670614,25.15246863
The Hindu,http://www.thehindu.com/news/international/landslides-kill-25-in-bangladesh/article18970757.ece,9702,06/13/2017 06:48:00 PM,,"Bangladesh Landslides, Bandarban","Massive landslides across Bangladesh, including across the Bandarban district",,50km,landslide,downpour,large,,6.0,0.0,,,,,,,,,,,,06/14/2017 06:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.2676503,21.87861504
Zoram Observer,https://www.zoramobserver.com/manipur/landslide-cuts-off-8-manipur-villages-in-pherzawl-district-for-5-days-now/,9876,06/27/2017 01:20:00 PM,,Landslide cuts off NH 2,Landslide blocks another section of NH 2 between Damdiei and Pherzawl after heavy rains,"NH 2, Manipur State, India",5km,landslide,downpour,medium,above_road,0.0,0.0,,https://i2.wp.com/www.zoramobserver.com/wp-content/uploads/2017/06/damdiei-and-taithu-village-section-landslide-manipur.jpg?resize=1024%2C768&ssl=1,,,,,,,,,,06/30/2017 01:20:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.18182448,24.30415689
The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=aug1716/oth054,9869,08/16/2016 12:40:00 PM,,Landslide at Longding,"1 man killed by landslide caused my massive cloudburst, at the PHED Colony at Longding","Longding, India",25km,landslide,other,small,unknown,1.0,0.0,,,,,,,,,,,,06/30/2017 12:40:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,95.399897,26.88161
Signs of the Times,https://www.sott.net/article/353005-Landslide-kills-at-least-3-in-Tripura-India,9733,06/03/2017 01:20:00 PM,,Landslide in Tripura,Incessant rain causes landslide in remote Tripura village,Vidyamohan Chowdhury Para (???) of remote Dhalai district,50km,landslide,continuous_rain,medium,natural_slope,3.0,1.0,,,Questionable source,,,,,,,,,06/16/2017 01:20:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.8949662,23.86469956
WebIndia,http://news.webindia123.com/news/Articles/India/20170606/3118947.html,9741,06/05/2017 01:34:00 PM,,"Landslide in Darjeeling area, Sonada",Rain-caused landslide buries old woman in Sonada region,"Daragoan (?) in Sonada area, Darjeeling",10km,landslide,rain,medium,urban,1.0,2.0,,,,,,,,,,,,06/16/2017 01:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.2667225,26.9653186
Prothom Alo,http://en.prothom-alo.com/bangladesh/news/150863/Landslide-kills-two-in-Rangamati,9721,06/12/2017 01:27:00 PM,,Landslide in Rangamati Area,Large chunks of mud crush houses in Rangamati,Between Rangamati town and Kaptai,10km,landslide,rain,medium,,2.0,,,,,,,,,,,,,06/15/2017 01:27:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.16404889,22.59420297
The Hindu,http://www.thehindu.com/news/international/landslides-kill-25-in-bangladesh/article18970757.ece,9697,06/13/2017 06:48:00 PM,,"Massive Landslides in Bangladesh, Rangmati","Massive landslides in Chittagong, Rangmati, and Bandarban due to downpour",,10km,landslide,downpour,large,natural_slope,18.0,,,http://www.thehindu.com/news/international/article19031072.ece/alternates/FREE_960/TH14BANGLADESHjpg,"Part of series of events in Bangladesh, often all covered within the same articles",,,,,,,,,06/14/2017 06:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.15898865,22.65242372
BDNews,http://bdnews24.com/bangladesh/2017/06/14/landslide-kills-two-in-khagrachhari,9701,06/13/2017 06:48:00 PM,,"Bangladesh Landslides, Lakhsmichhari","Massive landslides across Bangladesh, these in small town of Lakhsmichhari",,10km,landslide,downpour,medium,natural_slope,2.0,,,,Part of a series of landslides across Bangladesh,,,,,,,,,06/14/2017 06:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.91261915,22.80452414
The Hindu,http://www.thehindu.com/news/international/landslides-kill-25-in-bangladesh/article18970757.ece,9703,06/13/2017 06:48:00 PM,,"Landslides in Bangladesh, Chittagong","Massive landslides across Bangladesh, spread across the Chittagong division",,25km,landslide,downpour,large,natural_slope,50.0,,,,Part of a landslide system across the country,,,,,,,,,06/14/2017 06:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.97239273,22.44394492
Arunachal Times,http://www.arunachaltimes.in/pipeline-damaged-in-poma-water-crisis-lingers-on/,9743,06/04/2017 01:34:00 PM,,Landslide near Itangar,"Landslide damaged a water pipe near Poma, outside of Itangar","Poma River, west of Itangar",5km,landslide,unknown,medium,natural_slope,0.0,0.0,,http://www.arunachaltimes.in/wp-content/uploads/2017/06/Pipeline-damaged-in-Poma-water-crisis-lingers-on-300x206.jpg,,,,,,,,,,06/16/2017 01:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.54235868,27.05909317
