source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
ibnlive.in,http://ibnlive.in.com/news/rain-wreaks-havoc-in-kottayam/173995-60-116.html,3896,08/07/2011 12:00:00 AM,,Kottayam,"KOTTAYAM: Heavy rain continued to wreak havoc in the district on Sunday. One person died and four houses were completely damaged in the downpour and landslides.  Over 40 houses were partially damaged. The deceased is Tijo Jose, 24, a guest lecturer of KE College, Mannanam. He lost his life while taking bath in the Pannakam River.  The roads in the Kanjirappally and Mundakkayam areas were blocked and the traffic along the Kanjirappally-Erattupettah Road was disrupted after the Chittar river breached the banks. The Manimala river also breached the banks causing damage.  Following the landslide that occurred on Saturday night, life in Peruvanthanam, Koruthode and Kokkayar areas were affected. In Erumely, three bridges across the Pampa river got submerged in floodwaters. Kanamala was the most affected area in the region.  All the roads leading to Sabarimala have been submerged. Traffic and power supply were disrupted in the area.  Traffic movement was disrupted for more than one hour o",Kottayam,5km,landslide,downpour,medium,unknown,1.0,,,,,glc,3896.0,India,IN,Kerala,59437.0,Kottayam,1.55505,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.5289,9.5988
Outlook India,http://www.outlookindia.com/newsscroll/heavy-rain-kerala-land-slips-in-idukki-and-waynad-/1085772,10002,06/27/2017 01:10:00 PM,,Landslide near Kattappana,"Heavy rain, up to 20 cm, throughout Kerala state on 6/27. Landslide damages crops and property. Water level at Idduki dam rises .8 m, shutters of Malankara Reservoir opened. Schools and colleges closed due to heavy rain in hills and coast forecast to continue for 3 days.","Kattappana, Idukki District, Kerala State, India",10km,landslide,continuous_rain,medium,natural_slope,0.0,0.0,,,,,,,,,,,,06/29/2017 01:10:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.08971658,9.751185639
thaindian,http://www.thaindian.com/newsportal/enviornment/landslides-in-kozhikode-after-heavy-rain_100255752.html,1212,10/03/2009 12:00:00 AM,,"Balussery, Kozhikode, Kerala","Heavy rain lashing Kerala’s Kozhikode district for the past two days led to landslides at half a dozen places here Saturday. Revenue officials said that though there has been no loss of life, damage to crops and houses have been reported at places like Puthupady, Balussery and hilly areas where there is a large concentration of farmers.","Balussery, Kozhikode, Kerala",10km,landslide,downpour,medium,unknown,,,,,,glc,1212.0,India,IN,Kerala,24648.0,Naduvannūr,7.35169,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.8289,11.4477
kerals,http://www.kerals.com/kerala/landslides-2-killed-and-six-missing/,2654,10/27/2010 06:00:00 PM,,"Poochapra(?), near Thodupuzha, Kattappana, Kerala","KATTAPPAN: The bodies of two women who died in major landslides in the evening on Wednesday at Poochapra near Thodupuzha were recovered by night.  At least six persons are missing and a house was completely washed away.  The bodies of Parackal Ealikutty, 65 and Mary, 45 were recoverd while a vast area was still under water, reports from here said.  Lack of lighting arrangements hindered rescue operations as the area was cut off from the main road.  The earth removers were trapped on the road and could not reach the spot.  Four families severely affected by the incident were safely shifted to a nearby government school.  At least seven landslides occurred in the close vicinity of the area.  At least four houses were severely affected or washed away in the landslips, it is feared.  Two auto rickshaws also fell beneath the mud, though all occupants escaped without hurt.  ","Poochapra(?), near Thodupuzha, Kattappana, Kerala",25km,landslide,downpour,medium,unknown,2.0,,,,,glc,2654.0,India,IN,Kerala,8571.0,Lālam,18.41892,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.7705,9.8678
timesofindia.indiatimes.com,http://timesofindia.indiatimes.com/city/kozhikode/Landslide-holds-up-traffic-at-Nadukani-for-hours-none-injured/articleshow/20771153.cms,4981,06/25/2013 08:00:00 AM,,"First Hairpin Bend, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu","The landslides occurred at First Hairpin Bend, Thenpara and Jaram regions of Ghat Road, after the heavy rain received at Nadukani last night. Efforts to clear the block began early morning on Tuesday by forest officials who arrived from Nellikkuthu.","First Hairpin Bend, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu",unknown,landslide,downpour,medium,unknown,0.0,,,,,glc,4981.0,India,IN,Tamil Nadu,31364.0,Kangayam,6.03885,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.5947,10.9628
thehindu,http://www.thehindu.com/news/states/kerala/article2333186.ece,3886,08/06/2011 12:00:00 AM,,"Pallippady in Koruthode panchayat, Cholathadam in Poonjar Thekkekkara Pallippady in Koruthode panchayat and Cholathadam in Poonjar Thekkekkara panchay","Massive loss to crop and property have been reported from the high ranges areas of the district bordering neighbouring Idukki district in the heavy rains that lashed the area during the past 24 hours.  Major landslides have been reported from Pallippady in Koruthode panchayat, Cholathadam in Poonjar Thekkekkara panchayat and Kanamala in Erumeli Panchayat, during early hours of Sunday, authorities said. Parathode panchayat in near Kanjirappally witnessed widespread landslips. Losses to houses have also been reported from Koruthode panchayat.  Most of the affected area falls under Poonjar and Pala assembly segments. Speaking to The Hindu, P.C. George MLA, who represents Poonjar said, governmental machinery has already been pressed in for relief operations. The Erattupetta-Pala Road and Pala-Ponkunnam Road remained inundated in many areas disrupting vehicular traffic. ","Pallippady in Koruthode panchayat, Cholathadam in Poonjar Thekkekkara Pallippady in Koruthode panchayat and Cholathadam in Poonjar Thekkekkara panchayat",unknown,landslide,downpour,medium,unknown,0.0,,,,,glc,3886.0,India,IN,Kerala,38285.0,Pathanāmthitta,24.22781,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.9371,9.4237
the Hindu,http://www.thehindu.com/news/national/tamil-nadu/landslip-train-engine-derails-near-eraniel/article8627961.ece,9328,05/20/2016 01:10:00 AM,,"Eraniel station,  Kanyakumari district, India","The engine of Kanyakumari-Dibrugarh Express (Train No. 15905) derailed immediately after it crossed Eraniel station at 1.10 a.m. on Friday due to landslip, according to a release issued by Thiruvananthapuram Division of Southern Railway. A pair of engine wheels slipped off the tracks due to landslip. However, no one was injured in the accident. Traffic in the single line section between Nagercoil and Thiruvananthapuram Central was affected for over six hours following the incident. The rail route was restored at 7.30 a.m. on Friday, and Dibrugarh Express was brought back to Nagercoil. It finally left the station around 11 a.m., railway sources said. Due to the incident, some trains were delayed and cancelled. Meanwhile, due to limited number of platforms at Nagercoil, Chennai Egmore– Thiruvananthapuram Ananthapuri Express was detained at Aralvoimozhi station for over three hours in the morning, sources said.","Eraniel station,  Kanyakumari district, India",1km,landslide,unknown,small,above_road,0.0,0.0,,,,glc,9328.0,India,IN,Tamil Nadu,9844.0,Eraniel,1.08309,08/02/2016 08:27:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.312,8.2117
www.deccanchronicle.com,http://www.deccanchronicle.com/130806/news-current-affairs/article/special-landslides-rain-havoc-kerala,5263,08/04/2013 11:00:00 PM,,"Kunjuthanni, Idukki, Kerala","Late on Sunday night, a couple, Varikkayil Pappachan (78) of Kunjuthanni and his wife Thankamma (73) died when their house was flattened by a landslip.","Kunjuthanni, Idukki, Kerala",5km,landslide,monsoon,medium,unknown,2.0,,,,,glc,5263.0,India,IN,Kerala,68000.0,Munnar,10.46646,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.0309,9.9995
dailypioneer.com,http://dailypioneer.com/nation/87976-rain-fury-returns-to-kerala.html,4482,08/17/2012 03:30:00 PM,,"Ernakulam, Kerala (Monsoon)","Monsoon fury returned to Kerala on Friday after sowing devastation in the State’s northern region 10 days ago. Four persons died and two were reported missing in a landslide near Kothamangalam in Ernakulam district on Friday as rain-related tragedies kept flowing in from various locations in the central and eastern regions. Thanikkuzhi Narayanan died of cardiac arrest from the shock of seeing a massive landslide at Block 4, Kadavoor in Paingottoor Panchayat near Kothamangalam. The body of Vattakkunnel Ouseph was found among the debris brought by the landslide which occurred at about 3.30 pm Friday.At least seven houses were smashed and washed away in the landslide. “I heard a big sound which I can compare to nothing. Then the trees, rocks and soil just tumbled down off the hilltop swallowing everything on the way,” said Varkey, a local resident of Kadavoor. “Torrential rains have been lashing this area since Thursday morning,” he added.One person rescued the mud accumulated from the la","Ernakulam, Kerala (Monsoon)",5km,landslide,downpour,large,unknown,4.0,,,,,glc,4482.0,India,IN,Kerala,37543.0,Kotamangalam,0.91095,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.635,10.0604
Times Of India,http://timesofindia.indiatimes.com/city/bengaluru/No-arrests-for-mudslide-at-construction-site-two-BBMP-engineers-suspended/articleshow/53151340.cms,8886,07/09/2016 11:00:00 PM,,"Koramangala, Bengaluru, Karnataka, India","A probe has been initiated into the mudslide at a construction site in Koramangala on Saturday evening that claimed the lives of three workers and left one injured.  No arrests have been made so far, police said they are trying to identify the culprits. The tragedy struck when workers were constructing a compound wall inside a 25-feet pit, which had been dug up for laying the foundation.   Soil gave away: The loose soil towards the rea r of the site gave away, burying the construction workers.      Case of negligence: Calling it a clear case of negligence of the builder, BBMP commissioner N Manjunath Prasad also pulled up civic officials for not following norms.","Koramangala, Bengaluru, Karnataka, India",5km,mudslide,construction,medium,urban,3.0,1.0,,,,,,,,,,,,07/26/2016 08:42:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.6177,12.9368
Daijiworld ,http://www.daijiworld.com/news/news_disp.asp?n_id=80009,2017,06/25/2010 12:00:00 AM,,"tracks near Kulshekar, between Padil and Thokur, Mangalore to Mumbai","Heavy rains in the region have affected the movement of trains. Following a landslide in the railway track near Kulshekar, trains running on this sector have been temporarily cancelled on Saturday June 26.  The tracks have been inundated with water and mud has been covered due to landslide restricting the movement of trains. ","tracks near Kulshekar, between Padil and Thokur, Mangalore to Mumbai",5km,landslide,downpour,medium,above_road,,,,http://www.daijiworld.com/img_news1/daya_260610_trainp1.jpg,,glc,2017.0,India,IN,Karnataka,417387.0,Mangalore,3.98374,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.88548779,12.89163444
netindian.in,http://netindian.in/news/2010/12/10/0009102/landslide-affects-rail-traffic-between-thiruvananthapuram-nagercoil,2798,12/09/2010 11:00:00 PM,,Kuzhithura-Erannial(Erani)(?) section of Nagercoil-Thiruvananthapuram railway,"December 10, 2010  Rail traffic on the Nagercoil-Thiruvananthapuram section of Southern Railway has been affected since last night due to a fresh landslide caused by heavy rains, official sources said here today. A Southern Railway press release said that a retaining wall in the Kuzhithura-Erannial station collapsed causing total disruption of rail service in the section. ",Kuzhithura-Erannial(Erani)(?) section of Nagercoil-Thiruvananthapuram railway,10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2798.0,India,IN,Tamil Nadu,20611.0,Kuzhithurai,1.36884,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.1963,8.3295
daijiworld,http://www.daijiworld.com/news/news_disp.asp?n_id=106627,3660,06/27/2011 12:00:00 AM,,"Karnataka coast, Mangalore","Mangalore, Jun 28: Heavy rains continued to batter Karnataka coast on Monday June 27. A number of low-lying areas were inundated, while landslides brought misery to a number of people. Collapsed houses, drowned minor bridges, fallen trees, and threat of floods have been the common features of the rain fury.  Dakshina Kannada, Udupi and Kodagu districts in particular, got heavy rains. A number of houses collapsed because of dampened walls, while some others were crushed under fallen trees. In the rural belts, movement of people and vehicles were affected because of standing water on the roads and submerging of minor bridges. Several schools in Udupi district declared holiday in the afternoon on Monday because of copious rains. Some schools in and around Moodbidri also were closed because of rains.  Loss of about three lac rupees was inflicted on a house in Arantodu near Sullia, after a hillock suffered landslide, and mud as well as debris came crashing down on the house. Two persons wer","Karnataka coast, Mangalore",5km,landslide,downpour,large,unknown,0.0,,,,,glc,3660.0,India,IN,Karnataka,417387.0,Mangalore,0.34667,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.856,12.9141
asianetindia,http://www.asianetindia.com/news/tribal-man-dies-landslide-idukki_98514.html,1289,11/08/2009 12:00:00 AM,,"Marayoor in Idukki district, Kerala","Idukki, Sunday, November 08, 2009: A tribal man has died following a landslide near Marayoor in Idukki today. The deceased has been identified as Ganeshan (45), native of Olikkudy. Idukki, Sunday, November 08, 2009: Heavy rains lashing Idukki district for the past few days led to landslides and houses were damaged in the havoc. Most of the houses in low areas were damaged in the flood.","Marayoor in Idukki district, Kerala",5km,landslide,downpour,medium,unknown,1.0,,,,,glc,1289.0,India,IN,Tamil Nadu,6494.0,Dhali,23.04808,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.1711,10.3018
Red Cross - Field reports,https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2971,131,07/20/2007 12:00:00 AM,,4 locations in the Kannur district,affected road connectivity for villages,4 locations in the Kannur district,10km,landslide,downpour,medium,unknown,,,,,,glc,131.0,India,IN,Kerala,62836.0,Cannanore,1.43277,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.361,11.855
The Hindu,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/two-workers-die-in-mud-slide-near-karur/article18444131.ece,10724,05/12/2017 01:28:00 PM,,Fatal mudslide in Kodanthur,Mudslide kills two workers in a quarry,"Kodanthur, Karur, Tamil Nadu, India",1km,mudslide,construction,small,engineered_slope,2.0,0.0,,,Rain likely contributed to triggering it,,,,,,,,,07/13/2017 01:28:00 PM,12/01/2017 10:56:00 PM,02/15/2018 03:51:00 PM,77.79584597,10.92631521
ibnlive.in,http://ibnlive.in.com/news/heavy-rain-landslide-wreak-havoc-on-central-travancore/283183-60-116.html,4485,08/17/2012 12:00:00 AM,,"Palomala, Thaland","Around seven persons were injured in a landslide that occurred at Pullupara, near Peruvanthanam in Idukki. Another landside wreaked havoc at Chonamala, Periyamala, Vellampatta and Palomala in Thalanad, and Karikad in Theekkoy panchayat.","Palomala, Thaland",5km,landslide,downpour,medium,unknown,,,,,,glc,4485.0,India,IN,Kerala,33408.0,Erāttupetta,4.02155,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.8081,9.7268
The Economic Times,http://economictimes.indiatimes.com/industry/transportation/railways/services-on-nilgiri-mountain-rail-cancelled-for-two-days-due-to-landslide-on-track/articleshow/49700986.cms,8921,11/07/2015 12:00:00 AM,,Nilgiri Mountain Rail's Barliar-Coonoor sector,Services of the heritage Nilgiri Mountain Rail (NMR) were cancelled for two days from today following heavy landslide on the track at two different places.,Nilgiri Mountain Rail's Barliar-Coonoor sector,5km,rock_fall,unknown,small,above_road,0.0,0.0,,,,glc,8921.0,India,IN,Tamil Nadu,5175.0,Aravankādu,0.36871,07/14/2016 01:30:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.8285,11.3432
www.deccanchronicle.com,http://www.deccanchronicle.com/130806/news-current-affairs/article/special-landslides-rain-havoc-kerala,5283,08/05/2013 12:00:00 AM,,"Painavu, Kerala","At 56th Colony near Painav, Manalkuzhi Babu (52) who was sleeping in an outhouse was killed in the landslip","Painavu, Kerala",5km,landslide,monsoon,medium,unknown,1.0,,,,,glc,5283.0,India,IN,Kerala,11248.0,Idukki,2.22144,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.9468,9.8539
timesofindia.indiatimes.com,http://timesofindia.indiatimes.com/city/coimbatore/Landslide-damages-3-houses-in-Gudalur/articleshow/20769970.cms,4984,06/25/2013 12:00:00 AM,,"Gudalur Town, Nilgiris, Tamil Nadu","Three tile-roofed houses were damaged in Gudalur town in the Nilgiris owing to heavy rain in the area on Tuesday. According to Adhimoolam, revenue divisional officer (Gudalur), minor landslides resulted in the houses being damaged. ""The three families have been shifted to a safer place and provided with food and shelter,"" the official told TOI. While Gudalur recorded 94.3mm of rainfall on Tuesday; Devala, a catchment area, received about 160mm, according to the official record. ""Revenue officials have been put on high alert. Disaster management work has been put in place,"" said Adhimoolam.","Gudalur Town, Nilgiris, Tamil Nadu",1km,landslide,downpour,small,unknown,0.0,,,,,glc,4984.0,India,IN,Tamil Nadu,11674.0,Naduvattam,5.82535,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.4949,11.4991
dnaindia,http://www.dnaindia.com/india/report_three-killed-as-heavy-rains-continue-to-lash-uttarakhand_1412378,2111,07/21/2010 12:00:00 AM,,"Peruvai-Kadengodlu rd(?) between Vittal and Manila(Mani?), Bantwal tuluk, Karnataka","Mangalore, Jul 21: The copious rains since over a week are bringing about wide spread damage in the Dakshina Kannada district and also disrupting the normal lives.  Meanwhile, the Peruvai – Kadengodlu road connecting Vittal to Manila in Bantwal taluk has been closed down due to a landslide. Owing to the torrential rains, the loose soil from the hilly areas on the either side of the road has fallen down covering the road expanse.  Until the evening, the road was not cleared isolating Manila from the other region. Local residents now have to travel through hilly areas on foot to and from Manila with the area not being accessible through vehicle.   ","Peruvai-Kadengodlu rd(?) between Vittal and Manila(Mani?), Bantwal tuluk, Karnataka",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2111.0,India,IN,Karnataka,37619.0,Bantvāl,8.05248,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.0772,12.8277
www.deccanchronicle.com,http://www.deccanchronicle.com/130806/news-current-affairs/article/special-landslides-rain-havoc-kerala,5277,08/05/2013 05:30:00 AM,,"Cheeyapara Near Neriyamangalam, Kerala","At Cheeyapara near Neriyamangalam, a minor landslide at 5.30 am saw mud spilling onto the Aluva-Munnar highway. Local residents and fire-force personnel who arrived on the scene began clearing the road. A few vehicles from Munnar got stranded and people waited for the debris to get cleared. The scene changed within the next few minutes. The road would have been cleared in 15 minutes when around 9.30 am, another mudslide from as high as 400 feet, came hurtling down. In a few minutes there was a huge mound spread across 200 metres under which a dozen people were stranded. Three vehicles too got trapped under the debris. While nine people were rescued, it took a few hours before the bodies of three Ñ Devikulam taluk office driver P. Rajan (40), local resident T.Joshi (30) who was engaged in rescue operations and T.Jibin of Palakkad Ñ were  extricated. The bodies were sent for post-mortem. A vehicle of the Revenue Department, a Vista car and a Bolero were under the debris. Eight makeshift ","Cheeyapara Near Neriyamangalam, Kerala",1km,mudslide,monsoon,small,unknown,0.0,,,,,glc,5277.0,India,IN,Kerala,25436.0,Kuttampuzha,14.96174,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.8294,10.0539
ibnlive.in,http://ibnlive.in.com/news/crops-worth-rs-185-lakh-destroyed-in-idukki/156739-60-116.html,3567,06/02/2011 12:00:00 AM,,"Peermade(Pīrmed), Idukki district, Kerala","Jun 05, 2011 at 12:04pm IST  KATTAPPANA: The heavy rain which has been lashing the district for the last several days has caused heavy damage to crops and property. According to the Agriculture Department sources, crops worth Rs 18.5 lakh in 150 hectares of land have been destroyed. The farmers in Thodupuzha, Peermade and Idukki taluk suffered a major loss as the crops got damaged in the rain. Three houses were fully damaged and over 17 houses were partially damaged in several parts of the district. Landslides were reported in Thodupuzha, Kulamavvu, Munnar and Elappara in the last two days. Power supply was disrupted in many parts of Idukki owing to the snapping of transmission lines. Traffic on many roads in and around the district was also disrupted owing to landslides. Landslide occurred over Past 2 days.","Peermade(Pīrmed), Idukki district, Kerala",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,3567.0,India,IN,Tamil Nadu,47419.0,Gudalur,30.65143,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.0198,9.5207
Daiji World,http://www.daijiworld.com/news/news_disp.asp?n_id=80203&n_tit=Mangalore%3A+Another+Landslide+Throws+Train+Traffic+Out+of+Gear,2022,06/27/2010 11:00:00 PM,,"again on tracks near Kulshekar, Mangalore","As another landslide near Kulshekhar in the city blocked the railway tracks on the night of Sunday June 27, train traffic has been suspended again till Wednesday. The train traffic that had been allowed since Sunday evening was suspended again after the said landslide.","again on tracks near Kulshekar, Mangalore",5km,landslide,downpour,medium,above_road,0.0,,,,,glc,2022.0,India,IN,Karnataka,417387.0,Mangalore,3.98374,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.88567317,12.89307458
m.newshunt,http://m.newshunt.com/Malayala+Manorama+(English)/Kerala+/15995307,4483,08/17/2012 04:00:00 PM,,"Paingottoor, kerala, ","Kothamangalam: Two persons were killed and four others went missing as landslide swept several houses in Paingottoor near here Friday. The deceased have been identified as Narayanan (55) and Ouseph. Narayanan died of stroke as he witnessed the devastating landslip. The missing victims included Ipe, from Madakkappillil, his wife Leena; Kaduvakkuzhy Madhu and his wife Nalini. The locals, however, rescued one Rajesh from Kaduvakkuzhy, who was seriously injured in the calamity. The residents had also rescued a child after mishap. Two house building have gone completely buried. Since the region is prone to landslips, residents of the place are being evacuated as the heavy downpour continues unabated.","Paingottoor, kerala, ",5km,landslide,downpour,medium,unknown,2.0,,,,,glc,4483.0,India,IN,Kerala,37543.0,Kotamangalam,10.9951,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.7105,10.007
The Times of India,http://timesofindia.indiatimes.com/City/Kozhikode/Houses-damaged-in-landslide-at-Kedavoor/articleshow/37063833.cms,6084,06/22/2014 03:00:00 AM,,"Kadavoor, Kerala","A landslide at Kelanmoola in Kedavoor village damaged a house totally and two houses partially. It also damaged crops in 2.5 acres in the area. The landslide occurred around 3am on Sunday following heavy rains. Nearly 3 acres caved in following the landslide. More than 125 rubber trees, 15 areca nut trees and 24 coconut trees were uprooted following the landslide. According to the report prepared by Thamarassery tahsildar, damage of Bhavani's house caused a loss of Rs 4 lakh. The estimate of the tahsildar revealed that Krishnan kutty suffered a loss of Rs 1.5 lakh and Govindan suffered a loss of Rs 75,000 in the mishap.","Kadavoor, Kerala",5km,landslide,rain,medium,unknown,0.0,0.0,,,,glc,6084.0,India,IN,Kerala,37543.0,Kotamangalam,13.58691,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.7329,9.9983
asianetindia,http://www.asianetindia.com/news/landslide-reported-malappuram-houses-isolated_80321.html,1172,09/19/2009 12:00:00 AM,,"Nilambur, Malappuram, Kerala State",Heavy rain in parts of Malappuaram has caused landslide near Nilambur. An Anganvadi building collapsed and several tribal colonies are reported to be isolated. Four houses were destroyed and there was extensive damage to agriculture.,"Nilambur, Malappuram, Kerala State",1km,landslide,downpour,medium,unknown,,,,,,glc,1172.0,India,IN,Kerala,89201.0,Manjeri,20.24712,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.2227,11.2695
ibnlive.in,http://ibnlive.in.com/news/man-dies-in-landslide-wife-missing/194126-60-116.html,4019,10/17/2011 12:00:00 AM,,"Vannappuram, Kerala,","One person was killed and another missing in a landslide that occurred at Vedikkavala, near Mullaringad, in Vannappuram grama panchayat, in Idukki district on Monday evening. The deceased has been identified as Thuruthel Thomas, 55. His wife Annamma, 54, is still missing. The body of Thomas was found a few distance away from his house, which was also washed away in the landslide. Police, Fire and Rescue Services team with the help of local people continued the search operations for Annamma late in the evening. The Fire and Rescue officials suspect she might have been trapped in a rocky area, which flooded in the landslip. The total damage of the landslide has not been known. The crops in the area were also completely swept away. However, heavy rain continued in almost every part of the district for the last two days and many places in the district are vulnerable to landslides.","Vannappuram, Kerala,",5km,landslide,downpour,medium,unknown,1.0,,,,,glc,4019.0,India,IN,Kerala,25436.0,Kuttampuzha,18.71719,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.7898,9.9903
The Economic Times,http://economictimes.indiatimes.com/industry/transportation/railways/services-on-nilgiri-mountain-rail-cancelled-for-two-days-due-to-landslide-on-track/articleshow/49700986.cms,8922,11/07/2015 12:00:00 AM,,Nilgiri Mountain Rail's Mettupalayam-Kallar sectors,Services of the heritage Nilgiri Mountain Rail (NMR) were cancelled for two days from today following heavy landslide on the track at two different places.,Nilgiri Mountain Rail's Mettupalayam-Kallar sectors,5km,rock_fall,unknown,small,above_road,0.0,0.0,,,,glc,8922.0,India,IN,Tamil Nadu,5175.0,Aravankādu,0.76656,07/14/2016 01:36:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.9101,11.3237
The Hindu,http://www.thehindu.com/news/national/karnataka/landslide-stops-train-in-its-tracks/article6275591.ece,6188,08/02/2014 09:00:00 AM,,"Thiruvankulam, Kerala","Passengers of the Mangalore-Bangalore day train had to alight as there was a landslide in the Sakleshpur-Subrahmanya ghat section on Saturday morning. The Railways arranged for buses to take the passengers to Bangalore. Rajkumar Lal, Divisional Railway Manager (DRM), Mysore, said the landslide was “very heavy” and occurred due to continuous rain over the last few days in the hilly region. The Railways has deployed earthmovers to clear the mud. He said, “We are on the job. Only one train has been affected. All others are running.” According to a source in South Western Railway, the landslide occurred at a spot between Yadakumari and Thiruvakulam after the Yeshwantpur-Karwar passed through at 5 a.m. The landslide must have happened between 5 a.m. and 8 a.m. He said it would take at least till Sunday morning to clear the mud.","Thiruvankulam, Kerala",50km,landslide,continuous_rain,small,above_road,0.0,0.0,,,,glc,6188.0,India,IN,Kerala,17944.0,Arukutti,8.84998,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.3738,9.9431
New Indian Express,http://www.newindianexpress.com/states/kerala/Tahsildar-Takes-Stock-of-Landslide-hit-Areas-Loss-Pegged-at-Rs-1-cr/2014/10/10/article2470358.ece,6237,10/09/2014 12:00:00 AM,,Carmel School in Palakkayam,Gopalakrishnan told ‘Express’ that Carmel School in Palakkayam has suffered extensive damage in the landslide. He said damage to the tune of `1 crore has been found in a preliminary assessment. The mud and rubbles from the landslide  which occurred at the Cheenikkapara hills in Tharappapothi forests flowed downwards causing widespread damage. The rain continued in the areas on Thursday evening also.,Carmel School in Palakkayam,1km,debris_flow,flooding,medium,above_river,0.0,0.0,,http://media.newindianexpress.com/Tahsildar-Takes.jpg/2014/10/10/article2470367.ece/alternates/w620/Tahsildar-Takes.jpg,,glc,6237.0,India,IN,Kerala,50921.0,Mannārakkāt,10.46279,10/10/2014 09:57:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.5516,10.9654
